"Question ID","Question","Location","Markers","Reason","Original question","Original answer","Revised customer answer","Alternative questions","Review references"
"Q-634","Will this ERP automatically make my business profitable?","Warehouse ERP","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Will this ERP automatically make my business profitable?","No software can guarantee profitability.
Its value comes from helping the business reduce mistakes, improve visibility, standardize processes, and handle operations more efficiently.","Location: Warehouse ERP
No software can guarantee profitability.
Its value comes from helping the business reduce mistakes, improve visibility, standardize processes, and handle operations more efficiently.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js"
"Q-635","What would make this ERP worth paying for?","Warehouse ERP","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","What would make this ERP worth paying for?","Paid access is most valuable when the cost is lower than the operational cost of:
Overselling
Missed orders
Incorrect shipments
Staff time spent reconciling spreadsheets
Inventory discrepancies
Delayed marketplace processing
Poor visibility across stores","Location: Warehouse ERP
Paid access is most valuable when the cost is lower than the operational cost of:
- Overselling
- Missed orders
- Incorrect shipments
- Staff time spent reconciling spreadsheets
- Inventory discrepancies
- Delayed marketplace processing
- Poor visibility across stores","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js"
"Q-636","How should I evaluate its return on investment?","Warehouse ERP","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","How should I evaluate its return on investment?","Compare the subscription cost against measurable improvements such as:
Fewer stock errors
Fewer cancelled orders
Faster processing time
Reduced manual reconciliation
Improved order throughput
Reduced staff overtime
Faster discrepancy investigations","Location: Warehouse ERP
Compare the subscription cost against measurable improvements such as:
- Fewer stock errors
- Fewer cancelled orders
- Faster processing time
- Reduced manual reconciliation
- Improved order throughput
- Reduced staff overtime
- Faster discrepancy investigations","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js"
"Q-637","How quickly can a business start using it?","Warehouse ERP","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","How quickly can a business start using it?","Basic use can begin after stores, warehouses, products, Merchant SKUs, and user roles are configured.
The implementation time depends on the number of stores, SKUs, warehouses, and existing data quality.","Location: Warehouse ERP
Basic use can begin after stores, warehouses, products, Merchant SKUs, and user roles are configured.
The implementation time depends on the number of stores, SKUs, warehouses, and existing data quality.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js"
"Q-638","Can I manage multiple marketplace stores?","System Configuration > Store Authorization","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can I manage multiple marketplace stores?","Yes. The ERP includes Store Authorization and supports connected stores under Shopee and TikTok.
Stores can be filtered individually throughout relevant workflows.","Location: System Configuration > Store Authorization
Yes. The ERP includes Store Authorization and supports connected stores under Shopee and TikTok.
Stores can be filtered individually throughout relevant workflows.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/systemConfigaration; src/features/pricing; src/components/layout/GiftReferralModalController.jsx | Backend: modules/platformStores; modules/subscription | Frontend: src/features/systemConfigaration | Backend: modules/auth; modules/roles; modules/users/users.routes.js"
"Q-639","Why is centralized store management valuable?","System Configuration > Store Authorization","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Why is centralized store management valuable?","It reduces the need to switch between separate seller centers and allows the team to use consistent product, inventory, and order processes.","Location: System Configuration > Store Authorization
It reduces the need to switch between separate seller centers and allows the team to use consistent product, inventory, and order processes.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/systemConfigaration; src/features/pricing; src/components/layout/GiftReferralModalController.jsx | Backend: modules/platformStores; modules/subscription | Frontend: src/features/systemConfigaration | Backend: modules/auth; modules/roles; modules/users/users.routes.js"
"Q-640","Can I see which stores are authorized?","System Configuration > Store Authorization","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can I see which stores are authorized?","Yes. Store Authorization displays the marketplace, store nickname, country, authorization status, plan, subscription, and related controls.","Location: System Configuration > Store Authorization
Yes. Store Authorization displays the marketplace, store nickname, country, authorization status, plan, subscription, and related controls.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/systemConfigaration; src/features/pricing; src/components/layout/GiftReferralModalController.jsx | Backend: modules/platformStores; modules/subscription | Frontend: src/features/systemConfigaration | Backend: modules/auth; modules/roles; modules/users/users.routes.js"
"Q-641","What happens if a store authorization expires?","System Configuration > Store Authorization","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","What happens if a store authorization expires?","Product, order, return, or inventory synchronization may stop or become unreliable.
The authorization status helps administrators identify connection problems.","Location: System Configuration > Store Authorization
Product, order, return, or inventory synchronization may stop or become unreliable.
The authorization status helps administrators identify connection problems.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/systemConfigaration; src/features/pricing; src/components/layout/GiftReferralModalController.jsx | Backend: modules/platformStores; modules/subscription | Frontend: src/features/systemConfigaration | Backend: modules/auth; modules/roles; modules/users/users.routes.js"
"Q-642","Can I manage stores from different countries?","System Configuration > Store Authorization","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can I manage stores from different countries?","The ERP supports country information and multiple regional currencies. Actual marketplace availability and billing eligibility should be verified for each country.","Location: System Configuration > Store Authorization
The ERP supports country information and multiple regional currencies. Actual marketplace availability and billing eligibility should be verified for each country.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/systemConfigaration; src/features/pricing; src/components/layout/GiftReferralModalController.jsx | Backend: modules/platformStores; modules/subscription | Frontend: src/features/systemConfigaration | Backend: modules/auth; modules/roles; modules/users/users.routes.js"
"Q-643","How will it help if I expand into another marketplace?","System Configuration > Store Authorization","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","How will it help if I expand into another marketplace?","A centralized ERP can make expansion easier by providing a common approach to SKUs, inventory, warehouses, orders, and staff access.
Confirm that the new marketplace is supported before planning the expansion.","Location: System Configuration > Store Authorization
A centralized ERP can make expansion easier by providing a common approach to SKUs, inventory, warehouses, orders, and staff access.
Confirm that the new marketplace is supported before planning the expansion.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/systemConfigaration; src/features/pricing; src/components/layout/GiftReferralModalController.jsx | Backend: modules/platformStores; modules/subscription | Frontend: src/features/systemConfigaration | Backend: modules/auth; modules/roles; modules/users/users.routes.js"
"Q-644","Can the ERP accept marketplace orders automatically?","System Configuration > Store Authorization","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can the ERP accept marketplace orders automatically?","Store Authorization includes an Auto Order Accept setting.
Use it only when inventory accuracy, mappings, fulfillment capacity, and company policy support automatic acceptance.","Location: System Configuration > Store Authorization
Store Authorization includes an Auto Order Accept setting.
Use it only when inventory accuracy, mappings, fulfillment capacity, and company policy support automatic acceptance.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/systemConfigaration; src/features/pricing; src/components/layout/GiftReferralModalController.jsx | Backend: modules/platformStores; modules/subscription | Frontend: src/features/systemConfigaration | Backend: modules/auth; modules/roles; modules/users/users.routes.js"
"Q-645","Why would I enable Auto Order Accept?","System Configuration > Store Authorization","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Why would I enable Auto Order Accept?","It can reduce manual work and help the business respond quickly when marketplaces impose short acceptance deadlines.","Location: System Configuration > Store Authorization
It can reduce manual work and help the business respond quickly when marketplaces impose short acceptance deadlines.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/systemConfigaration; src/features/pricing; src/components/layout/GiftReferralModalController.jsx | Backend: modules/platformStores; modules/subscription | Frontend: src/features/systemConfigaration | Backend: modules/auth; modules/roles; modules/users/users.routes.js"
"Q-646","When should I avoid automatic acceptance?","System Configuration > Store Authorization","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","When should I avoid automatic acceptance?","Avoid it when:
Inventory is unreliable.
Products are frequently unmapped.
Orders require manual verification.
Fulfillment capacity is uncertain.
The store is being tested.
Incorrect prices or listings are being investigated.","Location: System Configuration > Store Authorization
Avoid it when:
Inventory is unreliable.
Products are frequently unmapped.
Orders require manual verification.
Fulfillment capacity is uncertain.
The store is being tested.
Incorrect prices or listings are being investigated.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/systemConfigaration; src/features/pricing; src/components/layout/GiftReferralModalController.jsx | Backend: modules/platformStores; modules/subscription | Frontend: src/features/systemConfigaration | Backend: modules/auth; modules/roles; modules/users/users.routes.js"
"Q-647","How can the ERP help manage a large product catalog?","Product Management; Inventory Management > SKU Mapping","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","How can the ERP help manage a large product catalog?","Product Management provides:
Product List
Product filters
SKU search
Warehouse filtering
Country filtering
Product-status filtering
Bulk actions
Product export and printing","Location: Product Management; Inventory Management > SKU Mapping
Product Management provides:
- Product List
- Product filters
- SKU search
- Warehouse filtering
- Country filtering
- Product-status filtering
- Bulk actions
- Product export and printing","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/productManagement; src/features/inventoryManagement/merchantSKU | Backend: modules/merchantSkus; modules/combineskus | Frontend: src/features/inventoryManagement/SKUMapping | Backend: modules/platformSkuMappings | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-648","What is the advantage of Merchant SKUs?","Product Management; Inventory Management > SKU Mapping","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","What is the advantage of Merchant SKUs?","Merchant SKUs create a consistent internal inventory identity.
Multiple marketplace listings can be connected to the same internal SKU, helping the business manage stock more accurately.","Location: Product Management; Inventory Management > SKU Mapping
Merchant SKUs create a consistent internal inventory identity.
Multiple marketplace listings can be connected to the same internal SKU, helping the business manage stock more accurately.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/productManagement; src/features/inventoryManagement/merchantSKU | Backend: modules/merchantSkus; modules/combineskus | Frontend: src/features/inventoryManagement/SKUMapping | Backend: modules/platformSkuMappings | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-649","How can SKU Mapping prevent mistakes?","Product Management; Inventory Management > SKU Mapping","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","How can SKU Mapping prevent mistakes?","SKU Mapping helps ensure that the right marketplace product reduces the right internal inventory.
Incorrect or missing mappings can be identified through Mapped and Unmapped views.","Location: Product Management; Inventory Management > SKU Mapping
SKU Mapping helps ensure that the right marketplace product reduces the right internal inventory.
Incorrect or missing mappings can be identified through Mapped and Unmapped views.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/productManagement; src/features/inventoryManagement/merchantSKU | Backend: modules/merchantSkus; modules/combineskus | Frontend: src/features/inventoryManagement/SKUMapping | Backend: modules/platformSkuMappings | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-650","Can the ERP help identify products that are not mapped?","Product Management; Inventory Management > SKU Mapping","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can the ERP help identify products that are not mapped?","Yes. SKU Mapping and Inventory List include mapped and unmapped views.
This helps staff find products that may not synchronize correctly.","Location: Product Management; Inventory Management > SKU Mapping
Yes. SKU Mapping and Inventory List include mapped and unmapped views.
This helps staff find products that may not synchronize correctly.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/productManagement; src/features/inventoryManagement/merchantSKU | Backend: modules/merchantSkus; modules/combineskus | Frontend: src/features/inventoryManagement/SKUMapping | Backend: modules/platformSkuMappings | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-651","What is Auto Mapping, and why is it useful?","Product Management; Inventory Management > SKU Mapping","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","What is Auto Mapping, and why is it useful?","Auto Mapping attempts to connect platform SKUs to matching Merchant SKUs.
It can reduce manual work, but results should be reviewed before relying on them.","Location: Product Management; Inventory Management > SKU Mapping
Auto Mapping attempts to connect platform SKUs to matching Merchant SKUs.
It can reduce manual work, but results should be reviewed before relying on them.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/productManagement; src/features/inventoryManagement/merchantSKU | Backend: modules/merchantSkus; modules/combineskus | Frontend: src/features/inventoryManagement/SKUMapping | Backend: modules/platformSkuMappings | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-652","Can it generate Merchant SKUs from marketplace products?","Product Management; Inventory Management > SKU Mapping","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can it generate Merchant SKUs from marketplace products?","The SKU Mapping by Product page provides Generate Merchant SKU.
This can help businesses establish internal inventory identities for synchronized marketplace products.","Location: Product Management; Inventory Management > SKU Mapping
The SKU Mapping by Product page provides Generate Merchant SKU.
This can help businesses establish internal inventory identities for synchronized marketplace products.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/productManagement; src/features/inventoryManagement/merchantSKU | Backend: modules/merchantSkus; modules/combineskus | Frontend: src/features/inventoryManagement/SKUMapping | Backend: modules/platformSkuMappings | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-653","Can I sell product bundles?","Product Management; Inventory Management > SKU Mapping","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can I sell product bundles?","Yes. Combine SKU supports bundles made from component items.
Bundle stock can be calculated based on the availability and required quantities of its components.","Location: Product Management; Inventory Management > SKU Mapping
Yes. Combine SKU supports bundles made from component items.
Bundle stock can be calculated based on the availability and required quantities of its components.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/productManagement; src/features/inventoryManagement/merchantSKU | Backend: modules/merchantSkus; modules/combineskus | Frontend: src/features/inventoryManagement/SKUMapping | Backend: modules/platformSkuMappings | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-654","How can bundles improve my business?","Product Management; Inventory Management > SKU Mapping","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","How can bundles improve my business?","Bundles can support:
Product promotions
Starter kits
Multipacks
Accessories sold with main products
Higher average order value
Simplified fulfillment of recurring combinations","Location: Product Management; Inventory Management > SKU Mapping
Bundles can support:
- Product promotions
- Starter kits
- Multipacks
- Accessories sold with main products
- Higher average order value
- Simplified fulfillment of recurring combinations","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/productManagement; src/features/inventoryManagement/merchantSKU | Backend: modules/merchantSkus; modules/combineskus | Frontend: src/features/inventoryManagement/SKUMapping | Backend: modules/platformSkuMappings | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-655","Can I monitor bundle availability?","Product Management; Inventory Management > SKU Mapping","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can I monitor bundle availability?","The Combine SKU list displays the associated warehouse and bundle stock.
The accuracy depends on correct component configuration and inventory quantities.","Location: Product Management; Inventory Management > SKU Mapping
The Combine SKU list displays the associated warehouse and bundle stock.
The accuracy depends on correct component configuration and inventory quantities.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/productManagement; src/features/inventoryManagement/merchantSKU | Backend: modules/merchantSkus; modules/combineskus | Frontend: src/features/inventoryManagement/SKUMapping | Backend: modules/platformSkuMappings | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-656","How can this ERP help prevent overselling?","Inventory Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","How can this ERP help prevent overselling?","It connects platform products to Merchant SKUs and warehouse inventory.
Inventory synchronization, locked quantity, stock alerts, and mapping status can help reduce overselling risk.","Location: Inventory Management
It connects platform products to Merchant SKUs and warehouse inventory.
Inventory synchronization, locked quantity, stock alerts, and mapping status can help reduce overselling risk.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-657","Does it show low-stock and out-of-stock products?","Inventory Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Does it show low-stock and out-of-stock products?","Yes. The Dashboard provides Low Stock and Out of Stock indicators.
The Product and Inventory pages provide more detailed information.","Location: Inventory Management
Yes. The Dashboard provides Low Stock and Out of Stock indicators.
The Product and Inventory pages provide more detailed information.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-658","Can I configure low-stock warnings?","Inventory Management","MODIFIED ANSWER; FORMAT UPDATED","Removed uncertainty and added exact steps.","Can I configure low-stock warnings?","The Product List includes Batch Stock Alert Setting, suggesting that alert thresholds can be configured for selected products.","Location: Inventory Management
Yes. Go to Product Management > Product List, select the products, then choose Bulk Action > Batch Stock Alert Setting. Enter Set minimum Stock and click Set. You can also use Inventory Management > Inventory List > Bulk Action > Stock alert settings. This changes warnings, not quantities.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-659","What is Lock Quantity, and why does it matter?","Inventory Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","What is Lock Quantity, and why does it matter?","Lock Quantity represents stock reserved or temporarily unavailable for other operations.
This helps prevent the same units from being allocated to multiple orders.","Location: Inventory Management
Lock Quantity represents stock reserved or temporarily unavailable for other operations.
This helps prevent the same units from being allocated to multiple orders.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-660","Can I synchronize inventory with marketplaces?","Inventory Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can I synchronize inventory with marketplaces?","The ERP includes Inventory Sync Status, Last Sync information, Sync Stock, and inventory synchronization as a subscription feature.
Successful synchronization depends on valid authorization and mappings.","Location: Inventory Management
The ERP includes Inventory Sync Status, Last Sync information, Sync Stock, and inventory synchronization as a subscription feature.
Successful synchronization depends on valid authorization and mappings.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-661","How can I identify synchronization problems?","Inventory Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","How can I identify synchronization problems?","Inventory List can show:
Synced or Out of Sync
Last Sync
Mapped or Unmapped
Warehouse
Quantity
Lock Quantity","Location: Inventory Management
Inventory List can show:
- Synced or Out of Sync
- Last Sync
- Mapped or Unmapped
- Warehouse
- Quantity
- Lock Quantity","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-662","Can I see why inventory changed?","Inventory Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can I see why inventory changed?","Yes. Inventory Log records:
Stock-in quantity
Stock-out quantity
Purpose
Remaining quantity
Operation time","Location: Inventory Management
Yes. Inventory Log records:
- Stock-in quantity
- Stock-out quantity
- Purpose
- Remaining quantity
- Operation time","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-663","How does Inventory Log help management?","Inventory Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","How does Inventory Log help management?","It provides an audit trail for investigating:
Unexpected stock reductions
Sales deductions
Receiving errors
Outbound discrepancies
Incorrect balances
Timing differences","Location: Inventory Management
It provides an audit trail for investigating:
- Unexpected stock reductions
- Sales deductions
- Receiving errors
- Outbound discrepancies
- Incorrect balances
- Timing differences","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-664","Can I separate inventory by warehouse?","Inventory Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can I separate inventory by warehouse?","Yes. Inventory is associated with warehouses, and warehouse filters appear across inventory workflows.","Location: Inventory Management
Yes. Inventory is associated with warehouses, and warehouse filters appear across inventory workflows.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-665","Can the same SKU have stock in different warehouses?","Inventory Management","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can the same SKU have stock in different warehouses?","Yes. Each warehouse can maintain a separate inventory record for the same Merchant SKU.","Location: Inventory Management
Yes. Each warehouse can maintain a separate inventory record for the same Merchant SKU.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-666","How can I move stock between warehouses?","Inventory Management > Inbound; Inventory Management > Outbound","MODIFIED ANSWER; FORMAT UPDATED","Kept business-summary answer consistent with actual transfer behavior.","How can I move stock between warehouses?","A controlled transfer can generally be represented by:
Outbound from the source warehouse
Inbound into the destination warehouse
This preserves traceability.","Location: Inventory Management > Inbound; Inventory Management > Outbound
Use Inventory Management > Outbound for the source shipment and record a separate receipt through Inbound or Manual inbound for the destination. The source stock decreases when you confirm Ship. Destination stock increases only when its receipt is recorded; filling the receiving address on an outbound does not perform that receipt.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-667","Can this ERP manage incoming stock?","Inventory Management > Inbound; Inventory Management > Outbound","MODIFIED ANSWER; FORMAT UPDATED","Matched exact menu names.","Can this ERP manage incoming stock?","Yes. It provides:
Manual Inbound
Regular Inbound
Draft
On The Way
Completed stages","Location: Inventory Management > Inbound; Inventory Management > Outbound
Yes. Inventory Management has Manual inbound for stock already received and Inbound with Draft, On The Way, and Complete for a staged receipt. Use the process that matches where the goods are physically.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-668","What is the benefit of inbound statuses?","Inventory Management > Inbound; Inventory Management > Outbound","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","What is the benefit of inbound statuses?","They show whether incoming stock is only planned, currently moving, or fully received.
This prevents expected stock from being confused with available stock.","Location: Inventory Management > Inbound; Inventory Management > Outbound
They show whether incoming stock is only planned, currently moving, or fully received.
This prevents expected stock from being confused with available stock.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-669","Can I record supplier receipts manually?","Inventory Management > Inbound; Inventory Management > Outbound","MODIFIED ANSWER; FORMAT UPDATED","Expanded a short answer into a customer workflow.","Can I record supplier receipts manually?","Yes. Manual Inbound includes supplier, warehouse, received date, and inbound identification.","Location: Inventory Management > Inbound; Inventory Management > Outbound
Yes. Go to Inventory Management > Manual inbound > Create Manual Inbound. Select the warehouse, enter Supplier Name and Supplier Reference / PO No., add the received Merchant SKUs and quantities, then Save. Use actual received quantities because saving adds stock.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-670","Can the ERP manage stock leaving the warehouse?","Inventory Management > Inbound; Inventory Management > Outbound","MODIFIED ANSWER; FORMAT UPDATED","Corrected submenu names and timing.","Can the ERP manage stock leaving the warehouse?","Yes. Outbound Management provides Draft, On The Way, and Completed stages.","Location: Inventory Management > Inbound; Inventory Management > Outbound
Yes. Go to Inventory Management > Outbound. Draft holds unshipped requests, On The Way holds shipped records, and Complete holds confirmed receipts. Stock is deducted at Ship, not when the draft is saved.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-671","Why are outbound records important?","Inventory Management > Inbound; Inventory Management > Outbound","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Why are outbound records important?","They document stock leaving for transfers, fulfillment, disposal, or other operational reasons.
This improves inventory traceability.","Location: Inventory Management > Inbound; Inventory Management > Outbound
They document stock leaving for transfers, fulfillment, disposal, or other operational reasons.
This improves inventory traceability.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-672","Can management track in-transit stock?","Inventory Management > Inbound; Inventory Management > Outbound","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","Can management track in-transit stock?","Yes. Product Management displays in-transit inventory, while inbound and outbound workflows show On The Way records.","Location: Inventory Management > Inbound; Inventory Management > Outbound
Yes. Product Management displays in-transit inventory, while inbound and outbound workflows show On The Way records.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-673","How can this reduce warehouse mistakes?","Inventory Management > Inbound; Inventory Management > Outbound","REVIEWED - MEANING RETAINED; FORMAT UPDATED","Meaning retained after section review.","How can this reduce warehouse mistakes?","It provides consistent identifiers, warehouse selection, status workflows, quantity tracking, and inventory logs.
The benefit depends on staff following the workflow accurately.","Location: Inventory Management > Inbound; Inventory Management > Outbound
It provides consistent identifiers, warehouse selection, status workflows, quantity tracking, and inventory logs.
The benefit depends on staff following the workflow accurately.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/inventoryManagement | Backend: modules/inventory; modules/inbound; modules/outbound"
"Q-674","Can this ERP manage the complete order lifecycle?","Order Management","MODIFIED ANSWER; FORMAT UPDATED","Used the actual navigation names.","Can this ERP manage the complete order lifecycle?","It provides pages for:
New Orders
Processed Orders
To Pickup
Shipped
Completed
Returns
Cancellations
Manual Orders
Platform Manual Orders","Location: Order Management
Order Management > Order Processing contains New Order, Processed Order, To Pickup Order, Shipped Order, Completed, All Order, Return Order, and Canceled Order. Manual Order and Platform Manual Order are separate pages under Order Management. The available actions depend on the platform, stage, and account access.","","Frontend: src/router/routes.jsx; src/components/layout/Sidebar.jsx; src/i18n.js | Frontend: src/features/orderManagement/orderProcessing; src/features/orderManagement/shared | Backend: modules/orders; modules/returnOrders"
